"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Common Name","Federal Noxious Status","State Noxious Status","Invasive","Federal T/E Status","State T/E Status"
"GIME","","GIME","Gilia mexicana","El Paso gilia","","","","",""
"GIMI","","GIMI","Gilia millefoliata","manyleaf gilia","","","","",""
"GIMI2","","GIMI2","Gilia minor","little gilia","","","","",""
"GIMO","","GIMO","Gilia modocensis","Modoc gilia","","","","",""
"GINE","","GINE","Gilia nevinii","Nevin's gilia","","","","",""
"GIOC","","GIOC","Gilia ochroleuca","volcanic gilia","","","","",""
"GIOCB","","GIOCB","Gilia ochroleuca ssp. bizonata","volcanic gilia","","","","",""
"GIOCE","","GIOCE","Gilia ochroleuca ssp. exilis","volcanic gilia","","","","",""
"GIOCO","","GIOCO","Gilia ochroleuca ssp. ochroleuca","volcanic gilia","","","","",""
"GIOCV","","GIOCV","Gilia ochroleuca ssp. vivida","volcanic gilia","","","","",""
"GIOP","","GIOP","Gilia ophthalmoides","eyed gilia","","","","",""
"GISA","","GISA","Gilia salticola","salt gilia","","","","",""
"GISC","","GISC","Gilia scopulorum","rock gilia","","","","",""
"GISI","","GISI","Gilia sinuata","rosy gilia","","","","",""
"GIST","","GIST","Gilia stellata","star gilia","","","","",""
"GIST3","","GIST3","Gilia stewartii","Stewart's gilia","","","","",""
"GITE2","","GITE2","Gilia tenuiflora","greater yellowthroat gilia","","","","",""
"GITEA","","GITEA","Gilia tenuiflora ssp. amplifaucalis","greater yellowthroat gilia","","","","",""
"GITEA2","","GITEA2","Gilia tenuiflora ssp. arenaria","greater yellowthroat gilia","","","","E"," (E)CA(T)"
"GITEH","","GITEH","Gilia tenuiflora ssp. hoffmannii","Hoffman's gilia","","","","E",""
"GITET","","GITET","Gilia tenuiflora ssp. tenuiflora","greater yellowthroat gilia","","","","",""
"GITR","","GITR","Gilia transmontana","transmontane gilia","","","","",""
"GITR2","","GITR2","Gilia tricolor","bird's-eye gilia","","","","",""
"GITRD","","GITRD","Gilia tricolor ssp. diffusa","bird's-eye gilia","","","","",""
"GITRT","","GITRT","Gilia tricolor ssp. tricolor","bird's-eye gilia","","","","",""
"GITW","","GITW","Gilia tweedyi","Tweedy's gila","","","","",""
"GIYO","","GIYO","Gilia yorkii","Boyden Cave gilia","","","","",""
"GILIA2","","GILIA2","Giliastrum","bluebowls","","","","",""
"GIAC4","","GIAC4","Giliastrum acerosum","bluebowls","","","","",""
"GIIN6","","GIIN6","Giliastrum incisum","splitleaf gilia","","","","",""
"GIIN7","","GIIN7","Giliastrum insigne","marked gilia","","","","",""
"GILU3","","GILU3","Giliastrum ludens","Rio Grande gilia","","","","",""
"GIRI3","","GIRI3","Giliastrum rigidulum","bluebowls","","","","",""
"GILLE2","","GILLE2","Gillenia","Indian-physic","","","","",""
"GIST5","","GIST5","Gillenia stipulata","American ipecac","","","","","MD ()"
"GITR6","","GITR6","Gillenia trifoliata","Bowman's root","","","","","MI(T)"
"GILMA","","GILMA","Gilmania","goldencarpet","","","","",""
"GILU","","GILU","Gilmania luteola","goldencarpet","","","","",""
"GINKG","","GINKG","Ginkgo","ginkgo","","","","",""
"GIBI2","","GIBI2","Ginkgo biloba","maidenhair tree","","","","",""
"GINOR","","GINOR","Ginoria","ginoria","","","","",""
"GIRO","","GIRO","Ginoria rohrii","bastard gregre","","","","",""
"GIRON","","GIRON","Gironniera","","","","","",""
"GICE2","","GICE2","Gironniera celtidifolia","","","","","",""
"GISEK","","GISEK","Gisekia","gisekia","","","","",""
"GIPH","","GIPH","Gisekia pharnacioides","oldmaid","","","","",""
"GITHO","","GITHO","Githopsis","bluecup","","","","",""
"GIDI2","","GIDI2","Githopsis diffusa","San Gabriel bluecup","","","","",""
"GIDIC","","GIDIC","Githopsis diffusa ssp. candida","San Gabriel bluecup","","","","",""
"GIDID","","GIDID","Githopsis diffusa ssp. diffusa","San Gabriel bluecup","","","","",""
"GIDIF","","GIDIF","Githopsis diffusa ssp. filicaulis","San Gabriel bluecup","","","","",""
"GIDIR","","GIDIR","Githopsis diffusa ssp. robusta","San Gabriel bluecup","","","","",""
"GIPU2","","GIPU2","Githopsis pulchella","Sierra bluecup","","","","",""
"GIPUC","","GIPUC","Githopsis pulchella ssp. campestris","Sierra bluecup","","","","",""
"GIPUP","","GIPUP","Githopsis pulchella ssp. pulchella","Sierra bluecup","","","","",""
"GIPUG","","GIPUG","Githopsis pulchella ssp. pulchella var. glabra","Sierra bluecup","","","","",""
"GIPUP2","","GIPUP2","Githopsis pulchella ssp. pulchella var. pulchella","Sierra bluecup","","","","",""
"GIPUS","","GIPUS","Githopsis pulchella ssp. serpentinicola","Sierra bluecup","","","","",""
"GISP3","","GISP3","Githopsis specularioides","common bluecup","","","","","WA(S)"
"GITE9","","GITE9","Githopsis tenella","tubeflower bluecup","","","","",""
"GLADI","","GLADI","Gladiolus","gladiolus","","","","",""
"GLCO","","GLCO","Gladiolus ×colvillei","gladiolus","","","","",""
"GLGA2","","GLGA2","Gladiolus ×gandavensis","gladiolus","","","","",""
"GLCO2","","GLCO2","Gladiolus communis","cornflag","","","","",""
"GLCOB","","GLCOB","Gladiolus communis ssp. byzantinus","cornflag","","","","",""
"GLCOC","","GLCOC","Gladiolus communis ssp. communis","cornflag","","","","",""
"GLDA","","GLDA","Gladiolus dalenii","cornflag","","","","",""
"GLDAD","","GLDAD","Gladiolus dalenii ssp. dalenii","cornflag","","","","",""
"GLIT","","GLIT","Gladiolus italicus","Italian gladiolus","","","","",""
"GLLE6","","GLLE6","Gladiolus lemoinei","","","","","",""
"GLMU","","GLMU","Gladiolus murielae","","","","","",""
"GLPA3","","GLPA3","Gladiolus papilio","goldblotch gladiolus","","","","",""
"GLPR2","","GLPR2","Gladiolus primulinus","","","","","",""
"GLTR2","","GLTR2","Gladiolus tristis","ever-flowering gladiolus","","","","",""
"GLUK","","GLUK","Gladiolus ukambanensis","","","","","",""
"GLAND","","GLAND","Glandularia","mock vervain","","","","",""
"GLHY","","GLHY","Glandularia ×hybrida","mock vervain","","","","",""
"GLBI2","","GLBI2","Glandularia bipinnatifida","Dakota mock vervain","","","","",""
"GLBIB","","GLBIB","Glandularia bipinnatifida var. bipinnatifida","Dakota mock vervain","","","","",""
"GLBIC","","GLBIC","Glandularia bipinnatifida var. ciliata","Davis Mountain mock vervain","","","","",""
"GLCA2","","GLCA2","Glandularia canadensis","rose mock vervain","","","","","KY(T)"
"GLCH","","GLCH","Glandularia chiricahensis","Chiricahua Mountain mock vervain","","","","",""
"GLDE2","","GLDE2","Glandularia delticola","moradia","","","","",""
"GLEL2","","GLEL2","Glandularia elegans","mountain mock vervain","","","","",""
"GLELA","","GLELA","Glandularia elegans var. asperata","mountain mock vervain","","","","",""
"GLELE","","GLELE","Glandularia elegans var. elegans","mountain mock vervain","","","","",""
"GLGO","","GLGO","Glandularia gooddingii","southwestern mock vervain","","","","",""
"GLHI2","","GLHI2","Glandularia hispida","hispid mock vervain","","","","",""
"GLIN","","GLIN","Glandularia incisa","crisped mock vervain","","","","",""
"GLMA5","","GLMA5","Glandularia maritima","coastal mock vervain","","","","","FL ()"
"GLPE","","GLPE","Glandularia peruviana","Peruvian mock vervain","","","","",""
"GLPO","","GLPO","Glandularia polyantha","Rio Grande mock vervain","","","","",""
"GLPU3","","GLPU3","Glandularia pulchella","South American mock vervain","","","","",""
"GLPU4","","GLPU4","Glandularia pumila","pink mock vervain","","","","",""
"GLQU","","GLQU","Glandularia quandrangulata","beaked mock vervain","","","","",""
"GLTA","","GLTA","Glandularia tampensis","Tampa mock vervain","","","","","FL ()"
"GLTE3","","GLTE3","Glandularia tenera","Latin American mock vervain","","","","",""
"GLTU","","GLTU","Glandularia tumidula","plains mock vervain","","","","",""
"GLAND2","","GLAND2","Glandulicactus","","","","","",""
"GLUN","","GLUN","Glandulicactus uncinatus","Chihuahuan fishhook cactus","","","","",""
"GLUNU","","GLUNU","Glandulicactus uncinatus var. uncinatus","Chihuahuan fishhook cactus","","","","",""
"GLUNW","","GLUNW","Glandulicactus uncinatus var. wrightii","Chihuahuan fishhook cactus","","","","",""
"GLAUC","","GLAUC","Glaucium","hornpoppy","","","","",""
"GLCO3","","GLCO3","Glaucium corniculatum","blackspot hornpoppy","","","SWSS","",""
"GLFL","","GLFL","Glaucium flavum","yellow hornpoppy","","MA(P)","","",""
"GLAUC2","","GLAUC2","Glaucocarpum","waxfruit mustard","","","","",""
"GLSU","","GLSU","Glaucocarpum suffrutescens","Uinta Basin waxfruit","","","","",""
"GLAUX","","GLAUX","Glaux","milkwort","","","","",""
"GLMA","","GLMA","Glaux maritima","sea milkwort","","","","","MD(E, X)MN(E)NJ(E)RI(H)"
"GLEBI","","GLEBI","Glebionis","glebionis","","","","",""
"GLCA5","","GLCA5","Glebionis carinatum","tricolor daisy","","","","",""
"GLCO6","","GLCO6","Glebionis coronarium","crowndaisy","","","","",""
"GLSE5","","GLSE5","Glebionis segetum","corndaisy","","","","",""
"GLECH","","GLECH","Glechoma","glechoma","","","","",""
"GLHE2","","GLHE2","Glechoma hederacea","ground ivy","","CT(PIB)","KY, N'EAST, NE&GP, WI","",""
"GLEDI","","GLEDI","Gleditsia","locust","","","","",""
"GLTE","","GLTE","Gleditsia ×texana","hybrid honeylocust","","","","",""
"GLAQ","","GLAQ","Gleditsia aquatica","water locust","","","","","IN(E)KY(SC)"
"GLJA4","","GLJA4","Gleditsia japonica","","","","","",""
"GLJAJ","","GLJAJ","Gleditsia japonica var. japonica","","","","","",""
"GLSI2","","GLSI2","Gleditsia sinensis","","","","","",""
"GLTR","","GLTR","Gleditsia triacanthos","honeylocust","","","N'EAST, NE&GP","",""
"GLEHN","","GLEHN","Glehnia","silvertop","","","","",""
"GLLI","","GLLI","Glehnia littoralis","American silvertop","","","","",""
"GLLIL","","GLLIL","Glehnia littoralis ssp. leiocarpa","American silvertop","","","","",""
"GLEIC2","","GLEIC2","Gleichenia","","","","","",""
"GLFU","","GLFU","Gleichenia furcata","","","","","",""
"GLGL5","","GLGL5","Gleichenia glauca","","","","","",""
"GLLI3","","GLLI3","Gleichenia linearis","","","","","",""
"GLLIL3","","GLLIL3","Gleichenia linearis var. linearis","","","","","",""
"GLINU","","GLINU","Glinus","sweetjuice","","","","",""
"GLLO","","GLLO","Glinus lotoides","lotus sweetjuice","","","","",""
"GLRA","","GLRA","Glinus radiatus","spreading sweetjuice","","","","",""
"GLIRI","","GLIRI","Gliricidia","quickstick","","","","",""
"GLSE2","","GLSE2","Gliricidia sepium","quickstick","","","","",""
"GLOBB","","GLOBB","Globba","","","","","",""
"GLMA10","","GLMA10","Globba marantina","dancing girl","","","","",""
"GLOBU","","GLOBU","Globulinella","globulinella moss","","","","",""
"GLGL3","","GLGL3","Globulinella globifera","globulinella moss","","","","",""
"GLOCH","","GLOCH","Glochidion","glochidion","","","","",""
"GLKA","","GLKA","Glochidion kanehirae","Kanehira's glochidion","","","","",""
"GLLI4","","GLLI4","Glochidion littorale","monkey apple","","","","",""
"GLMA11","","GLMA11","Glochidion macrosepalum","bigsepal glochidion","","","","",""
"GLMA9","","GLMA9","Glochidion marianum","","","","","",""
"GLPA","","GLPA","Glochidion palauense","dudurs","","","","",""
"GLPO2","","GLPO2","Glochidion ponapense","","","","","",""
"GLPU6","","GLPU6","Glochidion puberum","needlebush","","","","",""
"GLORI","","GLORI","Gloriosa","flame lily","","","","",""
"GLSU2","","GLSU2","Gloriosa superba","flame lily","","","","",""
"GLOSS5","","GLOSS5","Glossocardia","","","","","",""
"GLBI3","","GLBI3","Glossocardia bidens","cobbler's tack","","","","",""
"GLOSS3","","GLOSS3","Glossogyne","","","","","",""
"GLTE6","","GLTE6","Glossogyne tenuifolia","","","","","",""
"GLOSS","","GLOSS","Glossopetalon","greasebush","","","","",""
"GLCL","","GLCL","Glossopetalon clokeyi","Clokey's greasebush","","","","",""
"GLPU","","GLPU","Glossopetalon pungens","dwarf greasebush","","","","",""
"GLSP","","GLSP","Glossopetalon spinescens","spiny greasebush","","","","",""
"GLSPA","","GLSPA","Glossopetalon spinescens var. aridum","spiny greasebush","","","","",""
"GLSPM","","GLSPM","Glossopetalon spinescens var. meionandrum","spiny greasebush","","","","",""
"GLSPM2","","GLSPM2","Glossopetalon spinescens var. microphyllum","spiny greasebush","","","","",""
"GLSPP2","","GLSPP2","Glossopetalon spinescens var. planitierum","plains greasebush","","","","",""
"GLSPS","","GLSPS","Glossopetalon spinescens var. spinescens","spiny greasebush","","","","",""
"GLTE2","","GLTE2","Glossopetalon texense","Texas greasebush","","","","",""
"GLOSS2","","GLOSS2","Glossostigma","glossostigma","","","","",""
"GLCL3","","GLCL3","Glossostigma cleistanthum","Mudmats","","WA(WAWQ)","STATE","",""
"GLDI","","GLDI","Glossostigma diandrum","mudmats","","WA(WAWQ)","STATE","",""
"GLOXI","","GLOXI","Gloxinia","gloxinia","","","","",""
"GLPE3","","GLPE3","Gloxinia perennis","Canterbury bells","","","","",""
"GLUTA","","GLUTA","Gluta","gluta","","","","",""
"GLRE3","","GLRE3","Gluta renghas","rengas","","","","",""
"GLYCE","","GLYCE","Glyceria","mannagrass","","","","",""
"GLGA","","GLGA","Glyceria ×gatineauensis","mannagrass","","","","",""
"GLOC","","GLOC","Glyceria ×occidentalis","northwestern mannagrass","","","","",""
"GLAC","","GLAC","Glyceria acutiflora","creeping mannagrass","","","","","IN(E)KY(T)MD(E)ME(E)MI(PREX)NH(E)OH(E)TN(SC)VT(E)"
"GLAR","","GLAR","Glyceria arkansana","Arkansas mannagrass","","","","","IL(E)"
"GLBO","","GLBO","Glyceria borealis","small floating mannagrass","","","","","IN(E)NJ(E)OH(PRX)PA(T)"
"GLCA","","GLCA","Glyceria canadensis","rattlesnake mannagrass","","","","",""
"GLDE","","GLDE","Glyceria declinata","waxy mannagrass","","","","",""
"GLFL2","","GLFL2","Glyceria fluitans","water mannagrass","","","","",""
"GLGR","","GLGR","Glyceria grandis","American mannagrass","","","","","IN(X)MD(E)NJ(E)TN(PX, E)"
"GLGRG","","GLGRG","Glyceria grandis var. grandis","American mannagrass","","","","",""
"GLGRK","","GLGRK","Glyceria grandis var. komarovii","American mannagrass","","","","",""
"GLLA","","GLLA","Glyceria laxa","limp mannagrass","","","","","TN(SC)"
"GLLE2","","GLLE2","Glyceria leptostachya","davy mannagrass","","","","",""
"GLMA3","","GLMA3","Glyceria maxima","reed mannagrass","","CT(PIB)MA(P)","STATE","",""
"GLME2","","GLME2","Glyceria melicaria","melic mannagrass","","","","",""
"GLNU","","GLNU","Glyceria nubigena","Great Smoky Mountain mannagrass","","","","","NC(T)TN(T)"
"GLOB","","GLOB","Glyceria obtusa","Atlantic mannagrass","","","","","PA(E)"
"GLPU2","","GLPU2","Glyceria pulchella","MacKenzie Valley mannagrass","","","","",""
"GLSE3","","GLSE3","Glyceria septentrionalis","floating mannagrass","","","","",""
"GLST","","GLST","Glyceria striata","fowl mannagrass","","","","",""
"GLYCI","","GLYCI","Glycine","soybean","","","","",""
"GLCL2","","GLCL2","Glycine clandestina","","","","","",""
"GLFA3","","GLFA3","Glycine falcata","","","","","",""
"GLMA4","","GLMA4","Glycine max","soybean","","","SWSS","",""
"GLTA2","","GLTA2","Glycine tabacina","glycine","","","","",""
"GLTO2","","GLTO2","Glycine tomentella","glycine","","","","",""
"GLYCO","","GLYCO","Glycosmis","glycosmis","","","","",""
"GLPA4","","GLPA4","Glycosmis parviflora","flower axistree","","","","",""
"GLYCY","","GLYCY","Glycyrrhiza","licorice","","","","",""
"GLEC2","","GLEC2","Glycyrrhiza echinata","Chinese licorice","","","","",""
"GLGL","","GLGL","Glycyrrhiza glabra","cultivated licorice","","","","",""
"GLLE3","","GLLE3","Glycyrrhiza lepidota","American licorice","","","NE&GP, WSWS","",""
"GLYPH","","GLYPH","Glyphis","glyphis lichen","","","","",""
"GLCI2","","GLCI2","Glyphis cicatricosa","glyphis lichen","","","","",""
"GLYPH2","","GLYPH2","Glypholecia","glypholecia lichen","","","","",""
"GLSC","","GLSC","Glypholecia scabra","glypholecia lichen","","","","",""
"GLYPT","","GLYPT","Glyptopleura","glyptopleura","","","","",""
"GLMA2","","GLMA2","Glyptopleura marginata","carveseed","","","","",""
"GLSE4","","GLSE4","Glyptopleura setulosa","holy dandelion","","","","",""
"GMELI","","GMELI","Gmelina","gmelina","","","","",""
"GMAR","","GMAR","Gmelina arborea","gumhar","","","","",""
"GMAS","","GMAS","Gmelina asiatica","Asian bushbeech","","","","",""
"GMEL","","GMEL","Gmelina elliptica","bulangan","","","","",""
"GMPA","","GMPA","Gmelina palawensis","blacheos","","","","",""
"GMPH","","GMPH","Gmelina philippensis","wild sage","","","","",""
"GNAPH","","GNAPH","Gnaphalium","cudweed","","","","",""
"GNEX","","GNEX","Gnaphalium exilifolium","slender cudweed","","","","",""
"GNPA","","GNPA","Gnaphalium palustre","western marsh cudweed","","","WSWS","",""
"GNPO","","GNPO","Gnaphalium polycaulon","many stem cudweed","","","","",""
"GNUL","","GNUL","Gnaphalium uliginosum","marsh cudweed","","","","",""
"GNETU","","GNETU","Gnetum","jointfir","","","","",""
"GNAF","","GNAF","Gnetum africanum","African jointfir","","","","",""
"GNBU","","GNBU","Gnetum buchholzianum","jointfir","","","","",""
"GNGN","","GNGN","Gnetum gnemon","buko","","","","",""
"GOCHN","","GOCHN","Gochnatia","gochnatia","","","","",""
"GOHY","","GOHY","Gochnatia hypoleuca","shrubby bullseye","","","","",""
"GOETZ","","GOETZ","Goetzea","goetzea","","","","",""
"GOEL","","GOEL","Goetzea elegans","mata buey","","","","E"," (E)PR(E)"
"GOLLA","","GOLLA","Gollania","gollania moss","","","","",""
"GOTU2","","GOTU2","Gollania turgens","gollania moss","","","","",""
"GOMID","","GOMID","Gomidesia","gomidesia","","","","",""
"GOLI","","GOLI","Gomidesia lindeniana","grand merisier","","","","",""
"GOMPH3","","GOMPH3","Gomphillus","gomphillus lichen","","","","",""
"GOAM3","","GOAM3","Gomphillus americanus","American gomphillus lichen","","","","",""
"GOMPH","","GOMPH","Gomphrena","globe amaranth","","","","",""
"GOCA","","GOCA","Gomphrena caespitosa","tufted globe amaranth","","","","",""
"GOGL","","GOGL","Gomphrena globosa","common globe amaranth","","","","",""
"GOHA","","GOHA","Gomphrena haageana","Rio Grande globe amaranth","","","","",""
"GOMA2","","GOMA2","Gomphrena martiana","globe amaranth","","","","",""
"GONE","","GONE","Gomphrena nealleyi","Nealley's globe amaranth","","","","",""
"GONI","","GONI","Gomphrena nitida","pearly globe amaranth","","","","",""
"GOSE","","GOSE","Gomphrena serrata","arrasa con todo","","","","",""
"GOSO","","GOSO","Gomphrena sonorae","Sonoran globe amaranth","","","","",""
