"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category"
"OPMI3","","OPMI3","Opegrapha microcycla","","Opegrapha","","microcycla","","","","","","","","","","","Tuck.","","","","","scribble lichen","Lichen"
"OPNI3","","OPNI3","Opegrapha niveoatra","","Opegrapha","","niveoatra","","","","","","","","","","","(Borrer) J.R. Laundon","","","","","scribble lichen","Lichen"
"OPOC4","","OPOC4","Opegrapha ochrocheila","","Opegrapha","","ochrocheila","","","","","","","","","","","Nyl.","","","","","scribble lichen","Lichen"
"OPPR2","","OPPR2","Opegrapha prosodea","","Opegrapha","","prosodea","","","","","","","","","","","Ach.","","","","","scribble lichen","Lichen"
"OPPR3","","OPPR3","Opegrapha protuberans","","Opegrapha","","protuberans","","","","","","","","","","","Zahlbr.","","","","","scribble lichen","Lichen"
"OPPU5","","OPPU5","Opegrapha pulvinata","","Opegrapha","","pulvinata","","","","","","","","","","","Rehm","","","","","","Lichen"
"OPQU","","OPQU","Opegrapha quaternella","","Opegrapha","","quaternella","","","","","","","","","","","Nyl.","","","","","","Lichen"
"OPRA3","","OPRA3","Opegrapha ravenelii","","Opegrapha","","ravenelii","","","","","","","","","","","(Tuck.) Tehler","","","","","","Lichen"
"OPRU7","","OPRU7","Opegrapha rufescens","","Opegrapha","","rufescens","","","","","","","","","","","Pers.","","","","","scribble lichen","Lichen"
"OPRU8","","OPRU8","Opegrapha rupestris","","Opegrapha","","rupestris","","","","","","","","","","","Pers.","","","","","scribble lichen","Lichen"
"OPSO","","OPSO","Opegrapha sorediifera","","Opegrapha","","sorediifera","","","","","","","","","","","P. James","","","","","","Lichen"
"OPSP8","","OPSP8","Opegrapha sphaerophoricola","","Opegrapha","","sphaerophoricola","","","","","","","","","","","Isbrand & Alstrup","","","","","","Lichen"
"OPST6","","OPST6","Opegrapha staurothelicola","","Opegrapha","","staurothelicola","","","","","","","","","","","(Fink) ?, ined.?","","","","","","Lichen"
"OPUM","","OPUM","Opegrapha umbellulariae","","Opegrapha","","umbellulariae","","","","","","","","","","","Zahlbr.","","","","","umbel scribble lichen","Lichen"
"OPVA2","","OPVA2","Opegrapha varia","","Opegrapha","","varia","","","","","","","","","","","Pers.","","","","","scribble lichen","Lichen"
"OPVI3","","OPVI3","Opegrapha viridis","","Opegrapha","","viridis","","","","","","","","","","","(Pers. ex Ach.) Behlen & Desberger","","","","","scribble lichen","Lichen"
"OPVU4","","OPVU4","Opegrapha vulgata","","Opegrapha","","vulgata","","","","","","","","","","","Ach.","","","","","scribble lichen","Lichen"
"OPLA4","","OPLA4","Ophioparma lapponica","","Ophioparma","","lapponica","","","","","","","","","","","(Rasanen) Hafellner & R.W. Rogers","","","","","ophioparma lichen","Lichen"
"OPRU9","","OPRU9","Ophioparma rubricosa","","Ophioparma","","rubricosa","","","","","","","","","","","(Müll. Arg.) S. Ekman","","","","","","Lichen"
"ORMO2","","ORMO2","Orphniospora moriopsis","","Orphniospora","","moriopsis","","","","","","","","","","","(A. Massal.) D. Hawksw.","","","","","orphniospora lichen","Lichen"
"PAFA9","","PAFA9","Pachyphiale fagicola","","Pachyphiale","","fagicola","","","","","","","","","","","(Hepp) Zwackh","","","","","pachyphiale lichen","Lichen"
"PAGY3","","PAGY3","Pachyphiale gyalizella","","Pachyphiale","","gyalizella","","","","","","","","","","","(Nyl.) S. Ekman","","","","","","Lichen"
"PACH15","","PACH15","Pannaria cheiroloba","","Pannaria","","cheiroloba","","","","","","","","","","","(Müll. Arg.) ?, ined.?","","","","","","Lichen"
"PACO33","","PACO33","Pannaria conoplea","","Pannaria","","conoplea","","","","","","","","","","","(Ach.) Bory","","","","","matted lichen","Lichen"
"PAHO2","","PAHO2","Pannaria hookeri","","Pannaria","","hookeri","","","","","","","","","","","(Borrer ex Sm.) Nyl.","","","","","Hooker's matted lichen","Lichen"
"PALU6","","PALU6","Pannaria lurida","","Pannaria","","lurida","","","","","","","","","","","(Mont.) Nyl.","","","","","matted lichen","Lichen"
"PAMA37","","PAMA37","Pannaria malmei","","Pannaria","","malmei","","","","","","","","","","","C.W. Dodge","","","","","","Lichen"
"PAMA18","","PAMA18","Pannaria mariana","","Pannaria","","mariana","","","","","","","","","","","(Fr.) Müll. Arg.","","","","","matted lichen","Lichen"
"PAPE60","","PAPE60","Pannaria pezizoides","","Pannaria","","pezizoides","","","","","","","","","","","(Weber) Trevis.","","","","","matted lichen","Lichen"
"PARU5","","PARU5","Pannaria rubiginosa","","Pannaria","","rubiginosa","","","","","","","","","","","(Ach.) Bory","","","","","matted lichen","Lichen"
"PATA","","PATA","Pannaria tavaresii","","Pannaria","","tavaresii","","","","","","","","","","","P.M. Jørg.","","","","","Tavares' matted lichen","Lichen"
"PAAL21","","PAAL21","Paraparmelia alabamensis","","Paraparmelia","","alabamensis","","","","","","","","","","","(Hale & McCull.) Elix & J. Johnst.","","","","","Alabama paraparmelia lichen","Lichen"
"PAFE5","","PAFE5","Parmelia fertilis","","Parmelia","","fertilis","","","","","","","","","","","Müll. Arg.","","","","","shield lichen","Lichen"
"PAFR60","","PAFR60","Parmelia fraudans","","Parmelia","","fraudans","","","","","","","","","","","(Nyl.) Nyl.","","","","","shield lichen","Lichen"
"PAHY4","","PAHY4","Parmelia hygrophila","","Parmelia","","hygrophila","","","","","","","","","","","Goward & Ahti","","","","","shield lichen","Lichen"
"PANE9","","PANE9","Parmelia neodiscordans","","Parmelia","","neodiscordans","","","","","","","","","","","Hale","","","","","shield lichen","Lichen"
"PAOM2","","PAOM2","Parmelia omphalodes","","Parmelia","","omphalodes","","","","","","","","","","","(L.) Ach.","","","","","shield lichen","Lichen"
"PAPS8","","PAPS8","Parmelia pseudosulcata","","Parmelia","","pseudosulcata","","","","","","","","","","","Gyel.","","","","","","Lichen"
"PASA60","","PASA60","Parmelia saxatilis","","Parmelia","","saxatilis","","","","","","","","","","","(L.) Ach.","","","","","shield lichen","Lichen"
"PASK","","PASK","Parmelia skultii","","Parmelia","","skultii","","","","","","","","","","","Hale","","","","","Skult's shield lichen","Lichen"
"PASQ2","","PASQ2","Parmelia squarrosa","","Parmelia","","squarrosa","","","","","","","","","","","Hale","","","","","shield lichen","Lichen"
"PASU63","","PASU63","Parmelia sulcata","","Parmelia","","sulcata","","","","","","","","","","","Taylor","","","","","shield lichen","Lichen"
"PAAR11","","PAAR11","Parmeliella arctophila","","Parmeliella","","arctophila","","","","","","","","","","","(Th. Fr.) Malme","","","","","lead lichen","Lichen"
"PACO34","","PACO34","Parmeliella corallinoides","","Parmeliella","","corallinoides","","","","","","","","","","","(Hoffm.) Zahlbr.","","","","","coral lead lichen","Lichen"
"PACR7","","PACR7","Parmeliella crossophylla","","Parmeliella","","crossophylla","","","","","","","","","","","(Tuck.) G. Merr. & Burnham","","","","","lead lichen","Lichen"
"PACY4","","PACY4","Parmeliella cyanolepra","","Parmeliella","","cyanolepra","","","","","","","","","","","(Tuck.) Herre","","","","","lead lichen","Lichen"
"PAPA33","","PAPA33","Parmeliella pannosa","","Parmeliella","","pannosa","","","","","","","","","","","(Sw.) Nyl.","","","","","lead lichen","Lichen"
"PARU6","","PARU6","Parmeliella ruderatula","","Parmeliella","","ruderatula","","","","","","","","","","","(Nyl.) Hasse","","","","","lead lichen","Lichen"
"PATR10","","PATR10","Parmeliella triptophylla","","Parmeliella","","triptophylla","","","","","","","","","","","(Ach.) Müll. Arg.","","","","","lead lichen","Lichen"
"PAQU4","","PAQU4","Parmelina quercina","","Parmelina","","quercina","","","","","","","","","","","(Willd.) Hale","","","","","parmelina","Lichen"
"PACR17","","PACR17","Parmelinopsis cryptochlora","","Parmelinopsis","","cryptochlora","","","","","","","","","","","(Vain.) Elix & Hale","","","","","","Lichen"
"PAHO3","","PAHO3","Parmelinopsis horrescens","","Parmelinopsis","","horrescens","","","","","","","","","","","(Taylor) Elix & Hale","","","","","parmelinopsis","Lichen"
"PAMI13","","PAMI13","Parmelinopsis minarum","","Parmelinopsis","","minarum","","","","","","","","","","","(Vain.) Elix & Hale","","","","","parmelinopsis","Lichen"
"PASP10","","PASP10","Parmelinopsis spumosa","","Parmelinopsis","","spumosa","","","","","","","","","","","(Asah.) Elix & Hale","","","","","parmelinopsis","Lichen"
"PASW","","PASW","Parmelinopsis swinscowii","","Parmelinopsis","","swinscowii","","","","","","","","","","","(Hale) Elix & Hale","","","","","Swinscow's parmelinopsis","Lichen"
"PAAM60","","PAAM60","Parmeliopsis ambigua","","Parmeliopsis","","ambigua","","","","","","","","","","","(Wulfen) Nyl.","","","","","ambiguous bran lichen","Lichen"
"PAHY61","","PAHY61","Parmeliopsis hyperopta","","Parmeliopsis","","hyperopta","","","","","","","","","","","(Ach.) Arnold","","","","","bran lichen","Lichen"
"PASU8","","PASU8","Parmeliopsis subambigua","","Parmeliopsis","","subambigua","","","","","","","","","","","Gyel.","","","","","bran lichen","Lichen"
"PAAR61","","PAAR61","Parmotrema arnoldii","","Parmotrema","","arnoldii","","","","","","","","","","","(Du Rietz) Hale","","","","","Arnold's parmotrema lichen","Lichen"
"PAAU8","","PAAU8","Parmotrema austrosinense","","Parmotrema","","austrosinense","","","","","","","","","","","(Zahlbr.) Hale","","","","","Pacific parmotrema lichen","Lichen"
"PACH11","","PACH11","Parmotrema chinense","","Parmotrema","","chinense","","","","","","","","","","","(Osbeck) Hale & Ahti","","","","","Chinese parmotrema lichen","Lichen"
"PACR8","","PACR8","Parmotrema crinitum","","Parmotrema","","crinitum","","","","","","","","","","","(Ach.) M. Choisy","","","","","parmotrema lichen","Lichen"
"PACR9","","PACR9","Parmotrema cristiferum","","Parmotrema","","cristiferum","","","","","","","","","","","(Taylor) Hale","","","","","parmotrema lichen","Lichen"
"PADI16","","PADI16","Parmotrema dilatatum","","Parmotrema","","dilatatum","","","","","","","","","","","(Vain.) Hale","","","","","parmotrema lichen","Lichen"
"PADO4","","PADO4","Parmotrema dominicanum","","Parmotrema","","dominicanum","","","","","","","","","","","(Vain.) Hale","","","","","Dominican parmotrema lichen","Lichen"
"PAEN4","","PAEN4","Parmotrema endosulphureum","","Parmotrema","","endosulphureum","","","","","","","","","","","(Hillm.) Hale","","","","","parmotrema lichen","Lichen"
"PAEU3","","PAEU3","Parmotrema eurysacum","","Parmotrema","","eurysacum","","","","","","","","","","","(Hue) Hale","","","","","parmotrema lichen","Lichen"
"PAGA4","","PAGA4","Parmotrema gardneri","","Parmotrema","","gardneri","","","","","","","","","","","(C.W. Dodge) Serus.","","","","","","Lichen"
"PAHA6","","PAHA6","Parmotrema hababianum","","Parmotrema","","hababianum","","","","","","","","","","","(Gyel.) Hale","","","","","parmotrema lichen","Lichen"
"PAHY6","","PAHY6","Parmotrema hypoleucinum","","Parmotrema","","hypoleucinum","","","","","","","","","","","(J. Steiner) Hale","","","","","parmotrema lichen","Lichen"
"PAHY7","","PAHY7","Parmotrema hypotropum","","Parmotrema","","hypotropum","","","","","","","","","","","(Nyl.) Hale","","","","","parmotrema lichen","Lichen"
"PAIN12","","PAIN12","Parmotrema internexum","","Parmotrema","","internexum","","","","","","","","","","","(Nyl.) Hale","","","","","parmotrema lichen","Lichen"
"PALO11","","PALO11","Parmotrema louisianae","","Parmotrema","","louisianae","","","","","","","","","","","(Hale) Hale","","","","","Louisiana parmotrema lichen","Lichen"
"PAMA20","","PAMA20","Parmotrema madagascariaceum","","Parmotrema","","madagascariaceum","","","","","","","","","","","(Hue) Hale","","","","","Madagascar parmotrema lichen","Lichen"
"PAMA21","","PAMA21","Parmotrema margaritatum","","Parmotrema","","margaritatum","","","","","","","","","","","(Hue) Hale","","","","","Margarite parmotrema lichen","Lichen"
"PAME9","","PAME9","Parmotrema mellissii","","Parmotrema","","mellissii","","","","","","","","","","","(C.W. Dodge) Hale","","","","","Melliss' parmotrema lichen","Lichen"
"PAMI14","","PAMI14","Parmotrema michauxianum","","Parmotrema","","michauxianum","","","","","","","","","","","(Zahlbr.) Hale","","","","","Michaux's parmotrema lichen","Lichen"
"PAMO13","","PAMO13","Parmotrema mordenii","","Parmotrema","","mordenii","","","","","","","","","","","(Hale) Hale","","","","","Morden's parmotrema lichen","Lichen"
"PAPE11","","PAPE11","Parmotrema perforatum","","Parmotrema","","perforatum","","","","","","","","","","","(Jacq.) A. Massal.","","","","","perforated parmotrema lichen","Lichen"
"PAPR14","","PAPR14","Parmotrema praesorediosum","","Parmotrema","","praesorediosum","","","","","","","","","","","(Nyl.) Hale","","","","","parmotrema lichen","Lichen"
"PAPR15","","PAPR15","Parmotrema preperforatum","","Parmotrema","","preperforatum","","","","","","","","","","","(W.L. Culb.) Hale","","","","","parmotrema lichen","Lichen"
"PARA14","","PARA14","Parmotrema rampoddense","","Parmotrema","","rampoddense","","","","","","","","","","","(Nyl.) Hale","","","","","parmotrema lichen","Lichen"
"PARI8","","PARI8","Parmotrema rigidum","","Parmotrema","","rigidum","","","","","","","","","","","(Lynge) Hale","","","","","stiff parmotrema lichen","Lichen"
"PARU9","","PARU9","Parmotrema rubifaciens","","Parmotrema","","rubifaciens","","","","","","","","","","","(Hale) Hale","","","","","","Lichen"
"PAST14","","PAST14","Parmotrema stuppeum","","Parmotrema","","stuppeum","","","","","","","","","","","(Taylor) Hale","","","","","parmotrema lichen","Lichen"
"PASU11","","PASU11","Parmotrema sulphuratum","","Parmotrema","","sulphuratum","","","","","","","","","","","(Nees & Flotow) Hale","","","","","sulphur parmotrema lichen","Lichen"
"PATI3","","PATI3","Parmotrema tinctorum","","Parmotrema","","tinctorum","","","","","","","","","","","(Delise ex Nyl.) Hale","","","","","parmotrema lichen","Lichen"
"PAUL","","PAUL","Parmotrema ultralucens","","Parmotrema","","ultralucens","","","","","","","","","","","(Krog) Hale","","","","","parmotrema lichen","Lichen"
"PAXA5","","PAXA5","Parmotrema xanthinum","","Parmotrema","","xanthinum","","","","","","","","","","","(Müll. Arg.) Hale","","","","","parmotrema lichen","Lichen"
"PAZO","","PAZO","Parmotrema zollingeri","","Parmotrema","","zollingeri","","","","","","","","","","","(Hepp) Hale","","","","","Zollinger's parmotrema lichen","Lichen"
"PAAN11","","PAAN11","Parmotremopsis antillensis","","Parmotremopsis","","antillensis","","","","","","","","","","","(Nyl.) Elix & Hale","","","","","Antilles parmotremopsis","Lichen"
"PAPY2","","PAPY2","Paulia pyrenoides","","Paulia","","pyrenoides","","","","","","","","","","","(Nyl.) Henssen","","","","","paulia lichen","Lichen"
"PEAR10","","PEAR10","Peccania arizonica","","Peccania","","arizonica","","","","","","","","","","","(Tuck.) Herre","","","","","Arizona peccania lichen","Lichen"
"PEKA8","","PEKA8","Peccania kansana","","Peccania","","kansana","","","","","","","","","","","(Tuck.) Forss.","","","","","Kansas peccania lichen","Lichen"
"PESU9","","PESU9","Peccania subnigra","","Peccania","","subnigra","","","","","","","","","","","(de Lesd.) Wetmore","","","","","peccania lichen","Lichen"
"PETE17","","PETE17","Peccania texana","","Peccania","","texana","","","","","","","","","","","(Tuck.) Wetmore","","","","","Texas peccania lichen","Lichen"
"PEAP60","","PEAP60","Peltigera aphthosa","","Peltigera","","aphthosa","","","","","","","","","","","(L.) Willd.","","","","","felt lichen","Lichen"
"PEBR21","","PEBR21","Peltigera britannica","","Peltigera","","britannica","","","","","","","","","","","(Gyel.) Holt.-Hartw. & Tonsb.","","","","","British felt lichen","Lichen"
"PECA60","","PECA60","Peltigera canina","","Peltigera","","canina","","","","","","","","","","","(L.) Willd.","","","","","felt lichen","Lichen"
"PECI12","","PECI12","Peltigera cinnamomea","","Peltigera","","cinnamomea","","","","","","","","","","","Goward","","","","","","Lichen"
"PECO60","","PECO60","Peltigera collina","","Peltigera","","collina","","","","","","","","","","","(Ach.) Schrad.","","","","","felt lichen","Lichen"
"PEDE23","","PEDE23","Peltigera degenii","","Peltigera","","degenii","","","","","","","","","","","Gyel.","","","","","Degen's felt lichen","Lichen"
"PEDI60","","PEDI60","Peltigera didactyla","","Peltigera","","didactyla","","","","","","","","","","","(With.) J.R. Laundon","","","","","felt lichen","Lichen"
"PEEL8","","PEEL8","Peltigera elisabethae","","Peltigera","","elisabethae","","","","","","","","","","","Gyel.","","","","","Elizabeth's felt lichen","Lichen"
"PEEV","","PEEV","Peltigera evansiana","","Peltigera","","evansiana","","","","","","","","","","","Gyel.","","","","","Evans' felt lichen","Lichen"
"PEHO60","","PEHO60","Peltigera horizontalis","","Peltigera","","horizontalis","","","","","","","","","","","(Huds.) Baumg.","","","","","horizontal felt lichen","Lichen"
"PEHY12","","PEHY12","Peltigera hymenina","","Peltigera","","hymenina","","","","","","","","","","","(Ach.) Delise","","","","","","Lichen"
"PEKR2","","PEKR2","Peltigera kristinssonii","","Peltigera","","kristinssonii","","","","","","","","","","","Vitik.","","","","","Kristinsson's felt lichen","Lichen"
"PELE60","","PELE60","Peltigera lepidophora","","Peltigera","","lepidophora","","","","","","","","","","","(Vain.) Bitter","","","","","felt lichen","Lichen"
