"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","PLANTS Floristic Area","State and Province","Category","Genus","Family","Order","SubClass","Class","SubDivision","Division","SuperDivision","SubKingdom","Duration","Growth Habit","Native Status","Federal Noxious Status","State Noxious Status","Invasive","Federal T/E Status","State T/E Status","National Wetland Indicator Status","Image Gallery","Fact Sheets","Plant Guides","Characteristics Data","Active Growth Period","After Harvest Regrowth Rate","Bloat","C:N Ratio","Coppice Potential","Fall Conspicuous","Fire Resistance","Flower Color","Flower Conspicuous","Foliage Color","Foliage Porosity Summer","Foliage Porosity Winter","Foliage Texture","Fruit Color","Fruit Conspicuous","Growth Form","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Known Allelopath","Leaf Retention","Lifespan","Low Growing Grass","Nitrogen Fixation","Resprout Ability","Shape and Orientation","Toxicity","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Adapted to Fine Textured Soils","Anaerobic Tolerance","CaCO<SUB>3</SUB> Tolerance","Cold Stratification Required","Drought Tolerance","Fertility Requirement","Fire Tolerance","Frost Free Days, Minimum","Hedge Tolerance","Moisture Use","pH (Minimum)","pH (Maximum)","Planting Density per Acre, Minimum","Planting Density per Acre, Maximum","Precipitation (Minimum)","Precipitation (Maximum)","Root Depth, Minimum (inches)","Salinity Tolerance","Shade Tolerance","Temperature, Minimum (°F)","Bloom Period","Commercial Availability","Fruit/Seed Abundance","Fruit/Seed Period Begin","Fruit/Seed Period End","Fruit/Seed Persistence","Propogated by Bare Root","Propogated by Bulbs","Propogated by Container","Propogated by Corms","Propogated by Cuttings","Propogated by Seed","Propogated by Sod","Propogated by Sprigs","Propogated by Tubers","Seeds per Pound","Seed Spread Rate","Seedling Vigor","Small Grain","Vegetative Spread Rate","Berry/Nut/Seed Product","Christmas Tree Product","Fodder Product","Fuelwood Product","Lumber Product","Naval Store Product","Nursery Stock Product","Palatable Browse Animal","Palatable Graze Animal","Palatable Human","Post Product","Protein Potential","Pulpwood Product","Veneer Product"
"POCE8","","POCE8","Poeltinula cerebrina","","Poeltinula","","cerebrina","","","","","","","","","","","(DC.) Hafellner","","","","","poeltinula lichen","NA (L48)","","Lichen","Poeltinula","Rhizocarpaceae","Lecanorales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POBR10","","POBR10","Polyblastia bryophila","","Polyblastia","","bryophila","","","","","","","","","","","Lonnr.","","","","","polyblastia lichen","NA (L48)","","Lichen","Polyblastia","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POCR12","","POCR12","Polyblastia cruenta","","Polyblastia","","cruenta","","","","","","","","","","","(Körb.) P. James & Swinscow","","","","","polyblastia lichen","NA (L48)","","Lichen","Polyblastia","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POCU13","","POCU13","Polyblastia cucurbitula","","Polyblastia","","cucurbitula","","","","","","","","","","","J.W. Thomson & B.M. Murray","","","","","polyblastia lichen","NA (L48)","","Lichen","Polyblastia","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POCU12","","POCU12","Polyblastia cupularis","","Polyblastia","","cupularis","","","","","","","","","","","A. Massal.","","","","","polyblastia lichen","NA (L48)","","Lichen","Polyblastia","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POGE6","","POGE6","Polyblastia gelatinosa","","Polyblastia","","gelatinosa","","","","","","","","","","","(Ach.) Th. Fr.","","","","","polyblastia lichen","NA (L48)","","Lichen","Polyblastia","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POGO2","","POGO2","Polyblastia gothica","","Polyblastia","","gothica","","","","","","","","","","","Th. Fr.","","","","","polyblastia lichen","NA (L48)","","Lichen","Polyblastia","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POHY60","","POHY60","Polyblastia hyperborea","","Polyblastia","","hyperborea","","","","","","","","","","","Th. Fr.","","","","","polyblastia lichen","NA (L48)","","Lichen","Polyblastia","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POME12","","POME12","Polyblastia melaspora","","Polyblastia","","melaspora","","","","","","","","","","","(Taylor) Zahlbr.","","","","","polyblastia lichen","NA (L48)","","Lichen","Polyblastia","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POOB5","","POOB5","Polyblastia obsoleta","","Polyblastia","","obsoleta","","","","","","","","","","","Arnold","","","","","obsolete polyblastia lichen","NA (L48)","","Lichen","Polyblastia","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSE60","","POSE60","Polyblastia sendtneri","","Polyblastia","","sendtneri","","","","","","","","","","","Krempelh.","","","","","Sendtner's polyplastia lichen","NA (L48)","","Lichen","Polyblastia","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSE15","","POSE15","Polyblastia septentrionalis","","Polyblastia","","septentrionalis","","","","","","","","","","","Lynge","","","","","polyblastia lichen","NA (L48)","","Lichen","Polyblastia","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POTE12","","POTE12","Polyblastia terrestris","","Polyblastia","","terrestris","","","","","","","","","","","Th. Fr.","","","","","polyblastia lichen","NA (L48)","","Lichen","Polyblastia","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POTH5","","POTH5","Polyblastia theleodes","","Polyblastia","","theleodes","","","","","","","","","","","(Sommerf.) Th. Fr.","","","","","polyblastia lichen","NA (L48)","","Lichen","Polyblastia","Verrucariaceae","Verrucariales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POCO39","","POCO39","Polychidium contortum","","Polychidium","","contortum","","","","","","","","","","","Henssen","","","","","","NA (L48)","","Lichen","Polychidium","Placynthiaceae","Peltigerales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PODE60","","PODE60","Polychidium dendriscum","","Polychidium","","dendriscum","","","","","","","","","","","(Nyl.) Henssen","","","","","tree polychidium lichen","NA (L48)","","Lichen","Polychidium","Placynthiaceae","Peltigerales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POMU11","","POMU11","Polychidium muscicola","","Polychidium","","muscicola","","","","","","","","","","","(Sw.) A. Gray","","","","","polychidium lichen","NA (L48)","","Lichen","Polychidium","Placynthiaceae","Peltigerales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POMI18","","POMI18","Polycoccum microstictum","","Polycoccum","","microstictum","","","","","","","","","","","(Leight. ex Mudd) Arnold","","","","","polycoccum lichen","NA (L48)","","Lichen","Polycoccum","Dacampiaceae","Dothideales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POPU18","","POPU18","Polycoccum pulvinatum","","Polycoccum","","pulvinatum","","","","","","","","","","","(Eitner) R. Sant.","","","","","","NA (L48)","","Lichen","Polycoccum","Dacampiaceae","Dothideales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSP16","","POSP16","Polycoccum sporastatiae","","Polycoccum","","sporastatiae","","","","","","","","","","","(Anzi) Arnold","","","","","","NA (L48)","","Lichen","Polycoccum","Dacampiaceae","Dothideales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POSQ2","","POSQ2","Polycoccum squamarioides","","Polycoccum","","squamarioides","","","","","","","","","","","(Mudd) Arnold","","","","","polycoccum lichen","NA (L48)","","Lichen","Polycoccum","Dacampiaceae","Dothideales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POAL16","","POAL16","Polymeridium albidum","","Polymeridium","","albidum","","","","","","","","","","","(Müll. Arg.) R.C. Harris","","","","","polymeridium lichen","NA (L48)","","Lichen","Polymeridium","Trypetheliaceae","Pyrenulales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POAL27","","POAL27","Polymeridium albocinereum","","Polymeridium","","albocinereum","","","","","","","","","","","(Krempelh.) R.C. Harris","","","","","","NA (L48)","","Lichen","Polymeridium","Trypetheliaceae","Pyrenulales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POCA38","","POCA38","Polymeridium catapastum","","Polymeridium","","catapastum","","","","","","","","","","","(Nyl.) R.C. Harris","","","","","polymeridium lichen","NA (L48)","","Lichen","Polymeridium","Trypetheliaceae","Pyrenulales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"POCO31","","POCO31","Polymeridium contendens","","Polymeridium","","contendens","","","","","","","","","","","(Nyl.) R.C. Harris","","","","","polymeridium lichen","NA (L48)","","Lichen","Polymeridium","Trypetheliaceae","Pyrenulales","","Ascomycetes","","Ascomycota","","","","Lichenous","NA(N)","","","","","","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
