"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Hybrid Genus Indicator","Genus","Hybrid Species Indicator","Species","Subspecies Prefix","Hybrid Subspecies Indicator","Subspecies","Variety Prefix","Hybrid Variety Indicator","Variety","Subvariety Prefix","Subvariety","Forma Prefix","Forma","Genera/Binomial Author","Trinomial Author","Quadranomial Author","Questionable Taxon Indicator","Parents","Common Name","Category","Genus","Family","Order","Class","Division","Kingdom"
"CAKO","","CAKO","Calamagrostis koelerioides","","Calamagrostis","","koelerioides","","","","","","","","","","","Vasey","","","","","fire reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CALA6","","CALA6","Calamagrostis lapponica","","Calamagrostis","","lapponica","","","","","","","","","","","(Wahlenb.) Hartm.","","","","","lapland reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CALE56","","CALE56","Calamagrostis leonardii","","Calamagrostis","","leonardii","","","","","","","","","","","Chase [excluded]","","","","","","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAMO","","CAMO","Calamagrostis montanensis","","Calamagrostis","","montanensis","","","","","","","","","","","Scribn. ex Vasey","","","","","plains reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAMU15","","CAMU15","Calamagrostis muiriana","","Calamagrostis","","muiriana","","","","","","","","","","","B.L. Wilson & Sami Gray","","","","","Muir's reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CANU","","CANU","Calamagrostis nutkaensis","","Calamagrostis","","nutkaensis","","","","","","","","","","","(J. Presl) J. Presl ex Steud.","","","","","Pacific reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAOP2","","CAOP2","Calamagrostis ophitidis","","Calamagrostis","","ophitidis","","","","","","","","","","","(J.T. Howell) Nygren","","","","","serpentine reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAPE10","","CAPE10","Calamagrostis perplexa","","Calamagrostis","","perplexa","","","","","","","","","","","Scribn.","","","","","wood reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAPI","","CAPI","Calamagrostis pickeringii","","Calamagrostis","","pickeringii","","","","","","","","","","","A. Gray","","","","","Pickering's reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAPO3","","CAPO3","Calamagrostis porteri","","Calamagrostis","","porteri","","","","","","","","","","","A. Gray","","","","","Porter's reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAPOI","","CAPOI","Calamagrostis porteri ssp. insperata","","Calamagrostis","","porteri","ssp.","","insperata","","","","","","","","A. Gray","(Swallen) C.W. Greene","","","","Porter's reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAPOP","","CAPOP","Calamagrostis porteri ssp. porteri","","Calamagrostis","","porteri","ssp.","","porteri","","","","","","","","A. Gray","A. Gray","","","","Porter's reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAPS10","","CAPS10","Calamagrostis pseudophragmites","","Calamagrostis","","pseudophragmites","","","","","","","","","","","(Haller f.) Koeler","","","","","","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAPU","","CAPU","Calamagrostis purpurascens","","Calamagrostis","","purpurascens","","","","","","","","","","","R. Br.","","","","","purple reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAPUP7","","CAPUP7","Calamagrostis purpurascens var. purpurascens","","Calamagrostis","","purpurascens","","","","var.","","purpurascens","","","","","R. Br.","R. Br.","","","","purple reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAPU47","","CAPU47","Calamagrostis purpurea","","Calamagrostis","","purpurea","","","","","","","","","","","(Trin.) Trin.","","","","","","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAPUP6","","CAPUP6","Calamagrostis purpurea ssp. phragmitoides","","Calamagrostis","","purpurea","ssp.","","phragmitoides","","","","","","","","(Trin.) Trin.","(Hartm.) Tzvelev","","","","","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CARU","","CARU","Calamagrostis rubescens","","Calamagrostis","","rubescens","","","","","","","","","","","Buckley","","","","","pinegrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CASC","","CASC","Calamagrostis scopulorum","","Calamagrostis","","scopulorum","","","","","","","","","","","M.E. Jones","","","","","ditch reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CASE24","","CASE24","Calamagrostis sesquiflora","","Calamagrostis","","sesquiflora","","","","","","","","","","","(Trin.) Tzvelev","","","","","one and a half flower reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAST36","","CAST36","Calamagrostis stricta","","Calamagrostis","","stricta","","","","","","","","","","","(Timm) Koeler","","","","","slimstem reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CASTI3","","CASTI3","Calamagrostis stricta ssp. inexpansa","","Calamagrostis","","stricta","ssp.","","inexpansa","","","","","","","","(Timm) Koeler","(A. Gray) C.W. Greene","","","","northern reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CASTS5","","CASTS5","Calamagrostis stricta ssp. stricta","","Calamagrostis","","stricta","ssp.","","stricta","","","","","","","","(Timm) Koeler","(Timm) Koeler","","","","slimstem reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CASTB4","","CASTB4","Calamagrostis stricta ssp. stricta var. borealis","","Calamagrostis","","stricta","ssp.","","stricta","var.","","borealis","","","","","(Timm) Koeler","(Timm) Koeler","(Laest.) Hartm.","","","slimstem reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CASTS8","","CASTS8","Calamagrostis stricta ssp. stricta var. stricta","","Calamagrostis","","stricta","ssp.","","stricta","var.","","stricta","","","","","(Timm) Koeler","(Timm) Koeler","(Timm) Koeler","","","slimstem reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CATA6","","CATA6","Calamagrostis tacomensis","","Calamagrostis","","tacomensis","","","","","","","","","","","K.L.Marr & Hebda","","","","","Tacoma reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CATW","","CATW","Calamagrostis tweedyi","","Calamagrostis","","tweedyi","","","","","","","","","","","(Scribn.) Scribn. ex Vasey","","","","","Tweedy's reedgrass","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAVA10","","CAVA10","Calamagrostis varia","","Calamagrostis","","varia","","","","","","","","","","","(Schrad.) Host","","","","","","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAVI28","","CAVI28","Calamagrostis viridiflavescens","","Calamagrostis","","viridiflavescens","","","","","","","","","","","(Poir.) Steud.","","","","","","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAVIM2","","CAVIM2","Calamagrostis viridiflavescens var. montevidensis","","Calamagrostis","","viridiflavescens","","","","var.","","montevidensis","","","","","(Poir.) Steud.","(Nees) Kaempf","","","","","Monocot","Calamagrostis","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CALAM4","","CALAM4","Calamintha","","Calamintha","","","","","","","","","","","","","Mill.","","","","","calamint","Dicot","Calamintha","Lamiaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CANE17","","CANE17","Calamintha nepeta","","Calamintha","","nepeta","","","","","","","","","","","(L.) Savi","","","","","lesser calamint","Dicot","Calamintha","Lamiaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CANEG","","CANEG","Calamintha nepeta ssp. glandulosa","","Calamintha","","nepeta","ssp.","","glandulosa","","","","","","","","(L.) Savi","(Riquien) P.W. Ball","","","","lesser calamint","Dicot","Calamintha","Lamiaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CANEN","","CANEN","Calamintha nepeta ssp. nepeta","","Calamintha","","nepeta","ssp.","","nepeta","","","","","","","","(L.) Savi","(L.) Savi","","","","lesser calamint","Dicot","Calamintha","Lamiaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CASY6","","CASY6","Calamintha sylvatica","","Calamintha","","sylvatica","","","","","","","","","","","Bromf.","","","","","woodland calamint","Dicot","Calamintha","Lamiaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CASYA","","CASYA","Calamintha sylvatica ssp. ascendens","","Calamintha","","sylvatica","ssp.","","ascendens","","","","","","","","Bromf.","(Jord.) P.W. Ball","","","","woodland calamint","Dicot","Calamintha","Lamiaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CASYS","","CASYS","Calamintha sylvatica ssp. sylvatica","","Calamintha","","sylvatica","ssp.","","sylvatica","","","","","","","","Bromf.","Bromf.","","","","woodland calamint","Dicot","Calamintha","Lamiaceae","Lamiales","Magnoliopsida","Magnoliophyta","Plantae"
"CALAM6","","CALAM6","×Calammophila","×","Calammophila","","","","","","","","","","","","","Brand","","","","","calammophila","Monocot","Calammophila","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CADO7","","CADO7","×Calammophila don-hensonii","×","Calammophila","","don-hensonii","","","","","","","","","","","Reznicek & E.J. Judziewicz","","","","Ammophila breviligulata × Calamagrostis canadensis","Henson's calammophila","Monocot","Calammophila","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CALAM2","","CALAM2","Calamovilfa","","Calamovilfa","","","","","","","","","","","","","(A. Gray) Hack. ex Scribn. & Southworth","","","","","sandreed","Monocot","Calamovilfa","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAAR12","","CAAR12","Calamovilfa arcuata","","Calamovilfa","","arcuata","","","","","","","","","","","K.E. Rogers","","","","","Cumberland sandreed","Monocot","Calamovilfa","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CABR2","","CABR2","Calamovilfa brevipilis","","Calamovilfa","","brevipilis","","","","","","","","","","","(Torr.) Scribn.","","","","","pine barren sandreed","Monocot","Calamovilfa","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CACU","","CACU","Calamovilfa curtissii","","Calamovilfa","","curtissii","","","","","","","","","","","(Vasey) Scribn.","","","","","Florida sandreed","Monocot","Calamovilfa","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CAGI3","","CAGI3","Calamovilfa gigantea","","Calamovilfa","","gigantea","","","","","","","","","","","(Nutt.) Scribn. & Merr.","","","","","giant sandreed","Monocot","Calamovilfa","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CALO","","CALO","Calamovilfa longifolia","","Calamovilfa","","longifolia","","","","","","","","","","","(Hook.) Scribn.","","","","","prairie sandreed","Monocot","Calamovilfa","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CALOL2","","CALOL2","Calamovilfa longifolia var. longifolia","","Calamovilfa","","longifolia","","","","var.","","longifolia","","","","","(Hook.) Scribn.","(Hook.) Scribn.","","","","prairie sandreed","Monocot","Calamovilfa","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CALOM","","CALOM","Calamovilfa longifolia var. magna","","Calamovilfa","","longifolia","","","","var.","","magna","","","","","(Hook.) Scribn.","Scribn. & Merr.","","","","prairie sandreed","Monocot","Calamovilfa","Poaceae","Cyperales","Liliopsida","Magnoliophyta","Plantae"
"CALAM5","","CALAM5","Calamus","","Calamus","","","","","","","","","","","","","L.","","","","","calamus","Monocot","Calamus","Arecaceae","Arecales","Liliopsida","Magnoliophyta","Plantae"
"CACA72","","CACA72","Calamus caesius","","Calamus","","caesius","","","","","","","","","","","Blume","","","","","calamus","Monocot","Calamus","Arecaceae","Arecales","Liliopsida","Magnoliophyta","Plantae"
"CADE28","","CADE28","Calamus deerratus","","Calamus","","deerratus","","","","","","","","","","","G. Mann & H.A. Wendl","","","","","calamus","Monocot","Calamus","Arecaceae","Arecales","Liliopsida","Magnoliophyta","Plantae"
"CARO32","","CARO32","Calamus rotang","","Calamus","","rotang","","","","","","","","","","","L.","","","","","rattan","Monocot","Calamus","Arecaceae","Arecales","Liliopsida","Magnoliophyta","Plantae"
"CALAN","","CALAN","Calandrinia","","Calandrinia","","","","","","","","","","","","","Kunth","","","","","redmaids","Dicot","Calandrinia","Portulacaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"CABR3","","CABR3","Calandrinia breweri","","Calandrinia","","breweri","","","","","","","","","","","S. Watson","","","","","Brewer's redmaids","Dicot","Calandrinia","Portulacaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"CACI2","","CACI2","Calandrinia ciliata","","Calandrinia","","ciliata","","","","","","","","","","","(Ruiz & Pav.) DC.","","","","","fringed redmaids","Dicot","Calandrinia","Portulacaceae","Caryophyllales","Magnoliopsida","Magnoliophyta","Plantae"
"CALAN3","","CALAN3","Calanthe","","Calanthe","","","","","","","","","","","","","R. Br.","","","","","","Monocot","Calanthe","Orchidaceae","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"CAHO25","","CAHO25","Calanthe hololeuca","","Calanthe","","hololeuca","","","","","","","","","","","Rchb. f.","","","","","","Monocot","Calanthe","Orchidaceae","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"CATR31","","CATR31","Calanthe triplicata","","Calanthe","","triplicata","","","","","","","","","","","Bateman","","","","","","Monocot","Calanthe","Orchidaceae","Orchidales","Liliopsida","Magnoliophyta","Plantae"
"CALAT","","CALAT","Calathea","","Calathea","","","","","","","","","","","","","G. Mey.","","","","","calathea","Monocot","Calathea","Marantaceae","Zingiberales","Liliopsida","Magnoliophyta","Plantae"
"CAAL13","","CAAL13","Calathea allouia","","Calathea","","allouia","","","","","","","","","","","(Aubl.) Lindl.","","","","","llerenes","Monocot","Calathea","Marantaceae","Zingiberales","Liliopsida","Magnoliophyta","Plantae"
"CACR19","","CACR19","Calathea crotalifera","","Calathea","","crotalifera","","","","","","","","","","","S. Watson","","","","","rattlesnake plant","Monocot","Calathea","Marantaceae","Zingiberales","Liliopsida","Magnoliophyta","Plantae"
"CALU11","","CALU11","Calathea lutea","","Calathea","","lutea","","","","","","","","","","","(Aubl.) Schult.","","","","","pampano","Monocot","Calathea","Marantaceae","Zingiberales","Liliopsida","Magnoliophyta","Plantae"
"CAZE","","CAZE","Calathea zebrina","","Calathea","","zebrina","","","","","","","","","","","(Sims) Lindl.","","","","","zebraplant","Monocot","Calathea","Marantaceae","Zingiberales","Liliopsida","Magnoliophyta","Plantae"
"CALCE2","","CALCE2","Calceolaria","","Calceolaria","","","","","","","","","","","","","L.","","","","","slipper flower","Dicot","Calceolaria","Scrophulariaceae","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"CACH41","","CACH41","Calceolaria chelidonioides","","Calceolaria","","chelidonioides","","","","","","","","","","","Kunth [excluded]","","","","","","Dicot","Calceolaria","Scrophulariaceae","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"CAMU26","","CAMU26","Calceolaria multiflora","","Calceolaria","","multiflora","","","","","","","","","","","Cav.","","","","","slipper flower","Dicot","Calceolaria","Scrophulariaceae","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"CATR32","","CATR32","Calceolaria tripartita","","Calceolaria","","tripartita","","","","","","","","","","","Ruiz & Pav. [excluded]","","","","","","Dicot","Calceolaria","Scrophulariaceae","Scrophulariales","Magnoliopsida","Magnoliophyta","Plantae"
"CALEN","","CALEN","Calendula","","Calendula","","","","","","","","","","","","","L.","","","","","marigold","Dicot","Calendula","Asteraceae","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"CAAR","","CAAR","Calendula arvensis","","Calendula","","arvensis","","","","","","","","","","","L.","","","","","field marigold","Dicot","Calendula","Asteraceae","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"CAOF","","CAOF","Calendula officinalis","","Calendula","","officinalis","","","","","","","","","","","L.","","","","","pot marigold","Dicot","Calendula","Asteraceae","Asterales","Magnoliopsida","Magnoliophyta","Plantae"
"CALEP","","CALEP","Calepina","","Calepina","","","","","","","","","","","","","Adans.","","","","","ballmustard","Dicot","Calepina","Brassicaceae","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"CAIR","","CAIR","Calepina irregularis","","Calepina","","irregularis","","","","","","","","","","","(Asso) Thell.","","","","","white ballmustard","Dicot","Calepina","Brassicaceae","Capparales","Magnoliopsida","Magnoliophyta","Plantae"
"CALIB","","CALIB","Calibrachoa","","Calibrachoa","","","","","","","","","","","","","Llave & Lex.","","","","","calibrachoa","Dicot","Calibrachoa","Solanaceae","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"CAPA47","","CAPA47","Calibrachoa parviflora","","Calibrachoa","","parviflora","","","","","","","","","","","(Juss.) D'Arcy","","","","","seaside petunia","Dicot","Calibrachoa","Solanaceae","Solanales","Magnoliopsida","Magnoliophyta","Plantae"
"CALIC","","CALIC","Calicium","","Calicium","","","","","","","","","","","","","Pers.","","","","","spike lichen","Lichen","Calicium","Caliciaceae","Caliciales","Ascomycetes","Ascomycota","Fungi"
"CAAB12","","CAAB12","Calicium abietinum","","Calicium","","abietinum","","","","","","","","","","","Pers.","","","","","spike lichen","Lichen","Calicium","Caliciaceae","Caliciales","Ascomycetes","Ascomycota","Fungi"
